"Moran.s.I","p.value"
-0.0258052375653158,0.588
-0.0337375832356732,0.65
-0.0187485627337688,0.531
0.0692684698040216,0.118
-0.0369141750954951,0.69
-0.114482263181184,0.936
-0.148831843186361,0.983
0.0276099360372536,0.311
0.0897705651377775,0.074
-0.11345529195699,0.958
